PMLPS,5,1427289335.147,699.496,-213.150,2.33,0.00
PMLPS,5,1427289335.268,699.496,-213.150,2.33,0.00
PMLPS,5,1427289335.387,699.496,-213.150,2.33,0.00
PMLPS,5,1427289335.504,699.496,-213.150,2.34,0.00
PMLPS,5,1427289335.621,699.496,-213.150,2.33,0.00
PMLPS,5,1427289335.732,699.496,-213.150,2.34,0.00
PMLPS,5,1427289335.847,699.496,-213.150,2.33,0.00
PMLPS,5,1427289335.957,699.496,-213.150,2.33,0.00
PMLPS,5,1427289336.075,699.496,-213.150,2.33,0.00
PMLPS,5,1427289336.187,699.496,-213.150,2.33,0.00
PMLPS,5,1427289336.297,699.496,-213.150,2.34,0.00
PMLPS,5,1427289336.412,699.496,-213.150,2.33,0.00
PMLPS,5,1427289336.523,699.496,-213.150,2.33,0.00
PMLPS,5,1427289336.633,699.496,-213.150,2.33,0.00
PMLPS,5,1427289336.740,699.496,-213.150,2.33,0.00
PMLPS,5,1427289336.847,699.496,-213.150,2.33,0.00
PMLPS,5,1427289336.963,699.496,-213.150,2.33,0.00
PMLPS,5,1427289337.075,699.496,-213.150,2.33,0.00
PMLPS,5,1427289337.192,699.496,-213.150,2.33,0.00
PMLPS,5,1427289337.303,699.496,-213.150,2.33,0.00
PMLPS,5,1427289337.413,699.496,-213.150,2.33,0.00
PMLPS,5,1427289337.530,699.496,-213.150,2.33,0.00
PMLPS,5,1427289337.641,699.496,-213.150,2.33,0.00
PMLPS,5,1427289337.758,699.496,-213.150,2.33,0.00
PMLPS,5,1427289337.869,699.496,-213.150,2.34,0.00
PMLPS,5,1427289337.986,699.496,-213.150,2.33,0.00
PMLPS,5,1427289338.104,699.496,-213.150,2.33,0.00
PMLPS,5,1427289338.224,699.496,-213.150,2.34,0.00
PMLPS,5,1427289338.337,699.496,-213.150,2.33,0.00
PMLPS,5,1427289338.454,699.496,-213.150,2.33,0.00
PMLPS,5,1427289338.564,699.496,-213.150,2.33,0.00
PMLPS,5,1427289338.682,699.496,-213.150,2.34,0.00
PMLPS,5,1427289338.801,699.496,-213.150,2.34,0.00
PMLPS,5,1427289338.920,699.496,-213.150,2.33,0.00
PMLPS,5,1427289339.031,699.496,-213.150,2.34,0.00
PMLPS,5,1427289339.147,699.496,-213.150,2.33,0.00
PMLPS,5,1427289339.259,699.496,-213.150,2.34,0.00
PMLPS,5,1427289339.368,699.496,-213.150,2.33,0.00
PMLPS,5,1427289339.484,699.496,-213.150,2.33,0.00
PMLPS,5,1427289339.595,699.496,-213.150,2.33,0.00
PMLPS,5,1427289339.712,699.496,-213.150,2.33,0.00
PMLPS,5,1427289339.823,699.496,-213.150,2.33,0.00
PMLPS,5,1427289339.939,699.496,-213.150,2.34,0.00
PMLPS,5,1427289340.051,699.496,-213.150,2.33,0.00
PMLPS,5,1427289340.167,699.496,-213.150,2.33,0.00
PMLPS,5,1427289340.278,699.496,-213.150,2.34,0.00
PMLPS,5,1427289340.388,699.496,-213.150,2.33,0.00
PMLPS,5,1427289340.504,699.496,-213.150,2.33,0.00
PMLPS,5,1427289340.613,699.496,-213.150,2.33,0.00
PMLPS,5,1427289340.724,699.496,-213.150,2.33,0.00
PMLPS,5,1427289340.831,699.496,-213.150,2.34,0.00
PMLPS,5,1427289340.940,699.496,-213.150,2.33,0.00
PMLPS,5,1427289341.056,699.496,-213.150,2.33,0.00
PMLPS,5,1427289341.166,699.496,-213.150,2.34,0.00
PMLPS,5,1427289341.276,699.496,-213.150,2.33,0.00
PMLPS,5,1427289341.385,699.496,-213.150,2.33,0.00
PMLPS,5,1427289341.500,699.496,-213.150,2.33,0.00
PMLPS,5,1427289341.612,699.496,-213.150,2.33,0.00
PMLPS,5,1427289341.721,699.496,-213.150,2.33,0.00
PMLPS,5,1427289341.828,699.496,-213.150,2.33,0.00
PMLPS,5,1427289341.944,699.496,-213.150,2.33,0.00
PMLPS,5,1427289342.055,699.496,-213.150,2.33,0.00
PMLPS,5,1427289342.171,699.496,-213.150,2.33,0.00
PMLPS,5,1427289342.283,699.496,-213.150,2.33,0.00
PMLPS,5,1427289342.392,699.496,-213.150,2.33,0.00
PMLPS,5,1427289342.508,699.496,-213.150,2.33,0.00
PMLPS,5,1427289342.618,699.496,-213.150,2.33,0.00
PMLPS,5,1427289342.736,699.496,-213.150,2.33,0.00
PMLPS,5,1427289342.847,699.496,-213.150,2.33,0.00
PMLPS,5,1427289342.963,699.496,-213.150,2.33,0.00
PMLPS,5,1427289343.075,699.496,-213.150,2.33,0.00
PMLPS,5,1427289343.184,699.496,-213.150,0.90,0.00
PMLPS,5,1427289343.290,699.496,-213.150,2.33,0.00
PMLPS,5,1427289343.407,699.496,-213.150,2.33,0.00
PMLPS,5,1427289343.519,699.496,-213.150,2.33,0.00
PMLPS,5,1427289343.629,699.496,-213.150,2.33,0.00
PMLPS,5,1427289343.744,699.496,-213.150,2.34,0.00
PMLPS,5,1427289343.855,699.496,-213.150,2.33,0.00
PMLPS,5,1427289343.964,596.245,-64.552,-1.56,0.00
PMLPS,5,1427289344.071,591.052,-57.772,-1.89,0.00
PMLPS,5,1427289344.181,576.009,-56.307,0.57,0.00
PMLPS,5,1427289344.296,570.284,-55.605,0.61,0.00
PMLPS,5,1427289344.407,566.702,-54.938,0.60,0.00
PMLPS,5,1427289344.523,564.547,-54.296,0.60,0.00
PMLPS,5,1427289344.635,563.817,-53.677,0.65,0.00
PMLPS,5,1427289344.745,573.032,-52.003,-3.10,0.00
PMLPS,5,1427289344.860,570.733,-46.492,-2.23,0.00
PMLPS,5,1427289344.971,572.822,-44.699,-2.16,0.00
PMLPS,5,1427289345.088,570.072,-48.307,0.70,0.00
PMLPS,5,1427289345.199,572.892,-47.135,0.66,0.00
PMLPS,5,1427289345.315,585.740,-46.727,-1.82,0.00
PMLPS,5,1427289345.427,589.336,-47.392,-3.13,0.00
PMLPS,5,1427289345.536,595.133,-49.921,-3.13,0.00
PMLPS,5,1427289345.652,599.516,-53.039,-3.14,0.00
PMLPS,5,1427289345.761,596.015,-56.028,0.58,0.00
PMLPS,5,1427289345.871,606.756,-55.595,-0.78,0.00
PMLPS,5,1427289345.981,611.144,-58.716,-0.82,0.00
PMLPS,5,1427289346.096,699.496,-213.150,2.33,0.00
PMLPS,5,1427289346.208,699.496,-213.150,2.34,0.00
PMLPS,5,1427289346.324,699.496,-213.150,2.33,0.00
PMLPS,5,1427289346.435,699.496,-213.150,2.33,0.00
PMLPS,5,1427289346.551,699.496,-213.150,2.33,0.00
PMLPS,5,1427289346.663,699.496,-213.150,2.34,0.00
PMLPS,5,1427289346.780,699.496,-213.150,2.33,0.00
PMLPS,5,1427289346.891,699.496,-213.150,2.33,0.00
PMLPS,5,1427289347.008,699.496,-213.150,2.33,0.00
PMLPS,5,1427289347.119,699.496,-213.150,2.33,0.00
PMLPS,5,1427289347.228,699.496,-213.150,2.33,0.00
PMLPS,5,1427289347.344,699.496,-213.150,2.33,0.00
PMLPS,5,1427289347.455,699.496,-213.150,0.90,0.00
PMLPS,5,1427289347.565,699.496,-213.150,2.33,0.00
PMLPS,5,1427289347.673,699.496,-213.150,2.33,0.00
PMLPS,5,1427289347.788,699.496,-213.150,2.33,0.00
PMLPS,5,1427289347.899,699.496,-213.150,2.33,0.00
PMLPS,5,1427289348.015,699.496,-213.150,0.90,0.00
PMLPS,5,1427289348.127,699.496,-213.150,2.34,0.00
PMLPS,5,1427289348.244,699.496,-213.150,2.33,0.00
PMLPS,5,1427289348.356,699.496,-213.150,2.33,0.00
PMLPS,5,1427289348.473,699.496,-213.150,2.33,0.00
PMLPS,5,1427289348.583,699.496,-213.150,2.33,0.00
PMLPS,5,1427289348.694,699.496,-213.150,2.33,0.00
PMLPS,5,1427289348.810,699.496,-213.150,2.33,0.00
PMLPS,5,1427289348.928,699.496,-213.150,2.33,0.00
PMLPS,5,1427289349.041,699.496,-213.150,2.33,0.00
PMLPS,5,1427289349.157,739.767,-59.627,-0.48,0.00
PMLPS,5,1427289349.276,741.859,-52.253,-0.46,0.00
PMLPS,5,1427289349.389,752.767,-42.525,-3.10,0.00
PMLPS,5,1427289349.506,753.424,-36.958,-3.10,0.00
PMLPS,5,1427289349.618,746.695,-31.282,0.59,0.01
PMLPS,5,1427289349.734,747.387,-28.190,0.58,0.93
PMLPS,5,1427289349.852,756.949,-25.216,-3.10,0.00
PMLPS,5,1427289349.965,757.671,-23.982,-3.13,0.98
PMLPS,5,1427289350.082,759.160,-24.624,-3.14,0.52
PMLPS,5,1427289350.201,759.935,-27.120,3.14,0.00
PMLPS,5,1427289350.320,761.485,-32.110,3.14,0.00
PMLPS,5,1427289350.433,763.043,-37.718,-3.14,0.00
PMLPS,5,1427289350.550,765.391,-47.053,-3.13,0.00
PMLPS,5,1427289350.668,767.728,-55.760,-3.13,0.01
PMLPS,5,1427289350.780,699.496,-213.150,2.33,0.00
PMLPS,5,1427289350.889,699.496,-213.150,2.33,0.00
PMLPS,5,1427289351.006,699.496,-213.150,2.34,0.00
PMLPS,5,1427289351.125,699.496,-213.150,2.33,0.00
PMLPS,5,1427289351.244,699.496,-213.150,2.33,0.00
PMLPS,5,1427289351.356,699.496,-213.150,2.33,0.00
PMLPS,5,1427289351.465,699.496,-213.150,2.33,0.00
PMLPS,5,1427289351.573,699.496,-213.150,2.33,0.00
PMLPS,5,1427289351.681,699.496,-213.150,2.33,0.00
PMLPS,5,1427289351.789,699.496,-213.150,2.33,0.00
PMLPS,5,1427289351.895,699.496,-213.150,2.33,0.00
PMLPS,5,1427289352.005,699.496,-213.150,2.34,0.00
PMLPS,5,1427289352.112,699.496,-213.150,0.90,0.00
PMLPS,5,1427289352.220,699.496,-213.150,2.34,0.00
PMLPS,5,1427289352.327,699.496,-213.150,2.33,0.00
PMLPS,5,1427289352.437,699.496,-213.150,2.33,0.00
PMLPS,5,1427289352.543,699.496,-213.150,2.33,0.00
PMLPS,5,1427289352.653,699.496,-213.150,2.33,0.00
PMLPS,5,1427289352.761,699.496,-213.150,2.33,0.00
PMLPS,5,1427289352.868,699.496,-213.150,2.33,0.00
