PMLPS,4,1427288649.017,351.328,13.828,0.83,0.00
PMLPS,4,1427288649.303,351.328,13.828,0.84,0.00
PMLPS,4,1427288649.588,351.328,13.828,0.84,0.00
PMLPS,4,1427288649.855,351.328,13.828,0.84,0.00
PMLPS,4,1427288650.117,351.328,13.828,0.83,0.00
PMLPS,4,1427288650.381,351.328,13.828,0.84,0.00
PMLPS,4,1427288650.644,351.328,13.828,0.84,0.00
PMLPS,4,1427288650.908,351.328,13.828,0.84,0.00
PMLPS,4,1427288651.170,351.328,13.828,0.84,0.00
PMLPS,4,1427288651.434,351.328,13.828,0.84,0.00
PMLPS,4,1427288651.700,351.328,13.828,0.84,0.00
PMLPS,4,1427288651.964,351.328,13.828,0.83,0.00
PMLPS,4,1427288652.228,351.328,13.828,0.84,0.00
PMLPS,4,1427288652.491,351.328,13.828,0.84,0.00
PMLPS,4,1427288652.758,351.328,13.828,0.83,0.00
PMLPS,4,1427288653.020,351.328,13.828,0.84,0.00
PMLPS,4,1427288653.283,351.328,13.828,0.84,0.00
PMLPS,4,1427288653.548,351.328,13.828,0.84,0.00
PMLPS,4,1427288653.814,351.328,13.828,0.84,0.00
PMLPS,4,1427288654.077,351.328,13.828,0.84,0.00
PMLPS,4,1427288654.340,351.328,13.828,0.84,0.00
PMLPS,4,1427288654.606,351.328,13.828,2.51,0.00
PMLPS,4,1427288654.870,351.328,13.828,2.52,0.00
PMLPS,4,1427288655.132,350.640,13.836,-2.32,0.00
PMLPS,4,1427288655.395,350.584,15.040,2.52,0.91
PMLPS,4,1427288655.661,349.097,17.462,-2.30,0.00
PMLPS,4,1427288655.926,346.643,25.917,2.52,0.00
PMLPS,4,1427288656.189,346.085,37.987,-0.23,0.00
PMLPS,4,1427288656.452,345.441,51.895,2.77,0.00
PMLPS,4,1427288656.716,342.641,67.664,-2.37,0.00
PMLPS,4,1427288656.980,337.245,79.829,-2.41,0.00
PMLPS,4,1427288657.246,334.513,79.232,-0.77,0.00
PMLPS,4,1427288657.521,330.635,73.787,-2.47,0.00
PMLPS,4,1427288657.796,321.891,69.587,-2.50,0.00
PMLPS,4,1427288658.060,314.569,64.785,-2.56,0.00
PMLPS,4,1427288658.324,319.580,60.524,-0.86,0.00
PMLPS,4,1427288658.587,336.775,60.424,-2.53,0.00
PMLPS,4,1427288658.855,351.235,60.945,-2.54,0.00
PMLPS,4,1427288659.121,362.327,60.274,-2.55,0.00
PMLPS,4,1427288659.382,369.947,60.229,-0.88,0.00
PMLPS,4,1427288659.642,374.856,58.985,-2.57,0.04
PMLPS,4,1427288659.911,377.018,57.150,-2.54,0.00
PMLPS,4,1427288660.174,375.737,54.728,-2.54,0.00
PMLPS,4,1427288660.436,374.483,51.701,-2.53,0.02
PMLPS,4,1427288660.695,380.086,50.450,-2.53,0.00
PMLPS,4,1427288660.962,402.962,52.120,-2.52,0.00
PMLPS,4,1427288661.228,424.470,55.638,-0.80,0.00
PMLPS,4,1427288661.491,445.351,59.788,-2.53,0.00
PMLPS,4,1427288661.758,466.442,60.890,-2.52,0.00
PMLPS,4,1427288662.022,489.490,49.096,-2.52,0.00
PMLPS,4,1427288662.295,514.403,25.614,-2.52,0.00
